host_since,diff_host_since,first_review
2017-02-12,1876.0,2022-04-03
2022-02-04,51.0,2022-03-27
2018-01-02,1538.0,2022-03-20
2021-04-19,363.0,2022-04-17
2015-01-19,2615.0,2022-03-18
2018-04-04,1446.0,2022-03-20
2022-03-06,2.0,2022-03-08
2016-12-13,1921.0,2022-03-18
2020-06-03,651.0,2022-03-16
2016-06-14,2133.0,2022-04-17
2022-02-04,72.0,2022-04-17
2018-12-26,1172.0,2022-03-12
2015-11-10,2363.0,2022-04-30
2021-06-09,395.0,2022-07-09
2019-01-16,,
2014-06-11,2828.0,2022-03-09
2017-12-19,1612.0,2022-05-19
2015-03-02,2640.0,2022-05-24
2013-08-13,,
2021-05-15,,
2021-09-09,190.0,2022-03-18
2015-02-23,2574.0,2022-03-12
2016-02-22,2249.0,2022-04-20
2015-02-23,2575.0,2022-03-13
2022-03-10,44.0,2022-04-23
2017-10-28,1622.0,2022-04-07
2019-02-01,,
2015-02-23,2575.0,2022-03-13
2022-03-12,85.0,2022-06-05
2015-02-23,2578.0,2022-03-16
2015-01-06,2694.0,2022-05-23
2022-03-14,8.0,2022-03-22
2013-05-20,3396.0,2022-09-06
2012-10-12,3475.0,2022-04-18
2016-12-16,,
2020-09-30,,
2022-03-09,84.0,2022-06-01
2019-06-19,1153.0,2022-08-15
2011-05-02,3996.0,2022-04-10
2018-01-29,,
2022-03-11,131.0,2022-07-20
2016-12-16,,
2016-12-16,,
2016-03-22,2291.0,2022-06-30
2022-03-17,,
2017-12-11,1709.0,2022-08-16
2018-07-05,1376.0,2022-04-11
2016-12-16,2007.0,2022-06-15
2011-12-21,3756.0,2022-04-03
2021-02-14,478.0,2022-06-07
2014-06-11,2859.0,2022-04-09
2021-01-18,537.0,2022-07-09
2022-03-14,76.0,2022-05-29
2018-02-08,1553.0,2022-05-11
2016-02-25,2244.0,2022-04-18
2016-09-16,,
2017-10-06,1621.0,2022-03-15
2020-03-19,772.0,2022-04-30
2017-04-02,,
2014-06-17,2833.0,2022-03-20
2020-03-03,761.0,2022-04-03
2022-03-14,15.0,2022-03-29
2022-03-17,32.0,2022-04-18
2014-12-13,2683.0,2022-04-18
2011-09-05,4002.0,2022-08-20
2020-03-19,803.0,2022-05-31
2018-09-23,1428.0,2022-08-21
2021-01-14,430.0,2022-03-20
2017-01-28,,
2021-12-01,141.0,2022-04-21
2022-02-23,54.0,2022-04-18
2015-07-29,2463.0,2022-04-26
2021-01-14,,
2022-02-03,59.0,2022-04-03
2022-03-14,8.0,2022-03-22
2022-03-18,105.0,2022-07-01
2022-03-04,11.0,2022-03-15
2016-11-18,1969.0,2022-04-10
2019-04-14,1117.0,2022-05-05
2022-03-06,9.0,2022-03-15
2022-03-18,23.0,2022-04-10
2013-01-30,3365.0,2022-04-18
2019-05-23,,
2019-10-26,895.0,2022-04-08
2014-04-14,,
2022-03-14,22.0,2022-04-05
2017-10-28,1616.0,2022-04-01
2012-07-08,,
2012-08-11,,
2014-11-08,2704.0,2022-04-04
2018-10-25,1254.0,2022-04-01
2021-03-31,363.0,2022-03-29
2022-03-15,110.0,2022-07-03
2016-02-28,2218.0,2022-03-26
2017-05-23,1815.0,2022-05-12
2019-04-12,1074.0,2022-03-21
2022-03-06,28.0,2022-04-03
2017-08-28,1676.0,2022-03-31
2022-03-15,,
2012-08-11,,
2016-08-03,2084.0,2022-04-18
2019-04-12,1090.0,2022-04-06
2022-03-15,,
2022-03-15,112.0,2022-07-05
2021-10-31,142.0,2022-03-22
2019-11-27,,
2016-07-16,2115.0,2022-05-01
2021-11-19,173.0,2022-05-11
2020-11-05,529.0,2022-04-18
2022-03-15,107.0,2022-06-30
2021-09-11,226.0,2022-04-25
2022-03-15,50.0,2022-05-04
2017-12-13,1558.0,2022-03-20
2016-12-16,,
2016-05-25,2196.0,2022-05-30
2016-03-02,2217.0,2022-03-28
2016-08-21,2043.0,2022-03-26
2022-01-24,84.0,2022-04-18
2014-01-26,3137.0,2022-08-29
2022-03-13,,
2017-01-01,1936.0,2022-04-21
2020-03-19,,
2015-12-17,2383.0,2022-06-26
2022-03-13,105.0,2022-06-26
2022-03-12,,
2014-06-11,2838.0,2022-03-19
2022-03-18,44.0,2022-05-01
2022-03-12,,
2022-03-18,38.0,2022-04-25
2016-08-23,,
2022-03-13,,
2021-09-26,171.0,2022-03-16
2016-03-26,2256.0,2022-05-30
2016-06-24,,
2016-12-14,1998.0,2022-06-04
2022-03-13,,
2012-08-11,,
2022-03-17,10.0,2022-03-27
2018-09-10,,
2020-10-23,540.0,2022-04-16
2022-03-19,8.0,2022-03-27
2019-09-04,998.0,2022-05-29
2022-03-13,67.0,2022-05-19
2021-01-14,455.0,2022-04-14
2017-09-27,1707.0,2022-05-31
2014-11-01,2759.0,2022-05-22
2015-11-17,2322.0,2022-03-27
2022-03-13,126.0,2022-07-17
2010-11-10,4296.0,2022-08-15
2022-02-24,59.0,2022-04-24
2022-02-24,56.0,2022-04-21
2012-08-11,,
2017-01-28,2017.0,2022-08-07
2019-06-20,1030.0,2022-04-15
2015-11-15,2329.0,2022-04-01
2019-11-27,849.0,2022-03-25
2018-02-08,1572.0,2022-05-30
2022-03-16,,
2022-03-18,73.0,2022-05-30
2022-03-11,94.0,2022-06-13
2019-10-18,933.0,2022-05-08
2013-10-04,3128.0,2022-04-28
2015-06-15,2549.0,2022-06-07
2015-11-19,2333.0,2022-04-09
2021-06-18,347.0,2022-05-31
2016-05-25,2146.0,2022-04-10
2017-03-05,1973.0,2022-07-30
2022-03-13,91.0,2022-06-12
2021-10-28,,
2014-09-19,2857.0,2022-07-16
2021-06-18,282.0,2022-03-27
2022-03-15,128.0,2022-07-21
2015-03-10,2712.0,2022-08-12
2016-09-15,2040.0,2022-04-17
2021-06-18,327.0,2022-05-11
2021-04-28,330.0,2022-03-24
2022-03-06,,
2021-07-05,259.0,2022-03-21
2015-06-10,2475.0,2022-03-20
2014-11-20,2699.0,2022-04-11
2020-01-07,853.0,2022-05-09
2021-09-15,189.0,2022-03-23
2016-12-16,1955.0,2022-04-24
2016-10-23,2015.0,2022-04-30
2016-07-29,2144.0,2022-06-12
2022-02-10,43.0,2022-03-25
2017-12-19,1625.0,2022-06-01
2022-03-06,,
2021-07-05,265.0,2022-03-27
2016-05-17,2162.0,2022-04-18
2015-08-03,2463.0,2022-05-01
2016-11-16,2092.0,2022-08-09
2019-05-27,1071.0,2022-05-02
2022-03-06,,
2014-06-16,2893.0,2022-05-18
2022-03-06,,
2022-03-06,146.0,2022-07-30
2022-03-21,,
2016-12-16,,
2013-02-19,3350.0,2022-04-23
2016-12-13,1930.0,2022-03-27
2022-02-15,59.0,2022-04-15
2016-12-16,,
2015-08-26,2463.0,2022-05-24
2016-12-16,,
2015-06-16,2501.0,2022-04-21
2013-09-22,3112.0,2022-03-31
2022-03-13,,
2020-06-20,652.0,2022-04-03
2021-08-15,244.0,2022-04-16
2015-04-18,2591.0,2022-05-22
2012-08-11,,
2022-03-20,11.0,2022-03-31
2022-03-13,,
2017-08-09,1716.0,2022-04-21
2017-12-02,1580.0,2022-03-31
2017-01-28,1919.0,2022-05-01
2021-06-01,295.0,2022-03-23
2022-03-22,26.0,2022-04-17
2017-12-11,,
2011-08-29,3863.0,2022-03-27
2012-04-10,3655.0,2022-04-13
2013-12-02,3194.0,2022-08-31
2017-12-12,1581.0,2022-04-11
2018-08-10,1338.0,2022-04-09
2022-03-20,31.0,2022-04-20
2022-02-15,54.0,2022-04-10
2019-08-13,986.0,2022-04-25
2019-08-13,1079.0,2022-07-27
2022-02-15,75.0,2022-05-01
2021-06-11,289.0,2022-03-27
2022-03-22,11.0,2022-04-02
2014-11-30,2669.0,2022-03-22
2015-12-23,2289.0,2022-03-30
2012-07-15,3633.0,2022-06-26
2018-11-06,1260.0,2022-04-19
2018-05-29,1456.0,2022-05-24
2017-12-12,1561.0,2022-03-22
2017-05-07,1785.0,2022-03-27
2015-01-19,2659.0,2022-05-01
2019-09-29,925.0,2022-04-11
2022-03-16,91.0,2022-06-15
2012-08-11,,
2021-11-07,,
2014-07-11,2898.0,2022-06-17
2021-11-19,184.0,2022-05-22
2022-03-21,,
2016-12-16,,
2013-06-19,3224.0,2022-04-17
2012-08-11,,
2018-05-01,1443.0,2022-04-13
2022-03-22,12.0,2022-04-03
2022-03-16,,
2022-03-22,41.0,2022-05-02
2013-01-29,3461.0,2022-07-22
2022-03-21,,
2017-08-17,1711.0,2022-04-24
2016-03-04,2286.0,2022-06-07
2019-11-13,,
2020-10-25,559.0,2022-05-07
2022-03-05,23.0,2022-03-28
2020-01-13,838.0,2022-04-30
2016-01-26,2365.0,2022-07-18
2017-10-03,1696.0,2022-05-26
2017-01-28,1964.0,2022-06-15
2019-10-23,908.0,2022-04-18
2016-07-26,,
2015-05-10,,
2022-03-20,30.0,2022-04-19
2014-09-06,2780.0,2022-04-17
2021-10-13,,
2012-04-17,3678.0,2022-05-13
2019-06-13,1143.0,2022-07-30
2018-11-17,1349.0,2022-07-28
2022-03-21,69.0,2022-05-29
2018-08-10,1325.0,2022-03-27
2021-05-18,312.0,2022-03-26
2011-08-29,3874.0,2022-04-07
2018-11-17,1342.0,2022-07-21
2018-03-22,1484.0,2022-04-14
2015-05-11,2530.0,2022-04-14
2013-04-27,3277.0,2022-04-17
2013-04-27,3277.0,2022-04-17
2020-07-22,607.0,2022-03-21
2020-07-16,641.0,2022-04-18
2015-10-05,,
2022-03-23,25.0,2022-04-17
2021-05-15,,
2021-07-20,,
2016-08-25,,
2015-10-29,2347.0,2022-04-02
2014-03-15,3067.0,2022-08-07
2014-07-22,2805.0,2022-03-27
2013-03-17,,
2017-12-06,1667.0,2022-06-30
2017-09-04,1687.0,2022-04-18
2016-05-22,2168.0,2022-04-29
2021-03-12,526.0,2022-08-20
2020-07-09,669.0,2022-05-09
2016-01-02,2345.0,2022-06-04
2021-06-02,362.0,2022-05-30
2017-12-11,,
2017-06-26,1743.0,2022-04-04
2022-03-23,78.0,2022-06-09
2017-12-11,,
2017-10-06,1661.0,2022-04-24
2022-02-01,91.0,2022-05-03
2018-11-06,1236.0,2022-03-26
2015-03-30,2619.0,2022-05-31
2017-10-10,1662.0,2022-04-29
2019-09-24,,
2016-02-21,2236.0,2022-04-06
2014-06-07,,
2018-11-15,1243.0,2022-04-11
2022-03-23,26.0,2022-04-18
2022-03-29,40.0,2022-05-08
2020-12-31,,
2020-07-24,670.0,2022-05-25
2019-02-03,1174.0,2022-04-22
2014-05-14,,
2017-11-12,,
2022-03-23,,
2022-01-03,96.0,2022-04-09
2016-03-01,2252.0,2022-05-01
2014-11-01,2767.0,2022-05-30
2022-02-15,57.0,2022-04-13
2016-12-13,1944.0,2022-04-10
2018-04-03,1505.0,2022-05-17
2012-06-12,3575.0,2022-03-27
2019-07-27,1035.0,2022-05-27
2021-10-31,279.0,2022-08-06
2012-08-11,,
2016-12-13,1937.0,2022-04-03
2015-03-15,2663.0,2022-06-29
2016-07-07,2102.0,2022-04-09
2022-03-26,8.0,2022-04-03
2015-09-28,2452.0,2022-06-15
2016-07-07,2144.0,2022-05-21
2009-11-24,4631.0,2022-07-30
2016-12-16,,
2013-08-08,3279.0,2022-07-31
2017-12-02,1592.0,2022-04-12
2016-12-16,,
2019-02-26,1149.0,2022-04-20
2014-12-20,,
2012-07-08,,
2021-08-31,215.0,2022-04-03
2020-08-29,618.0,2022-05-09
2021-08-08,266.0,2022-05-01
2021-04-26,358.0,2022-04-19
2014-04-28,2926.0,2022-05-02
2021-10-23,161.0,2022-04-02
2021-11-08,168.0,2022-04-25
2018-02-19,1504.0,2022-04-03
2016-06-10,2138.0,2022-04-18
2022-03-24,,
2017-08-07,1699.0,2022-04-02
2016-04-20,,
2016-12-16,,
2022-03-26,9.0,2022-04-04
2022-03-23,11.0,2022-04-03
2019-08-09,,
2019-12-29,847.0,2022-04-24
2014-08-17,,
2016-06-29,2104.0,2022-04-03
2017-02-07,1881.0,2022-04-03
2017-12-26,1617.0,2022-05-31
2022-03-27,7.0,2022-04-03
2021-06-25,284.0,2022-04-05
2014-12-27,2766.0,2022-07-24
2022-03-30,12.0,2022-04-11
2017-08-01,1833.0,2022-08-08
2021-06-28,279.0,2022-04-03
2017-10-24,1659.0,2022-05-10
2020-12-03,505.0,2022-04-22
2021-09-17,205.0,2022-04-10
2013-03-04,,
2014-01-08,3126.0,2022-07-31
2022-03-06,,
2021-01-14,579.0,2022-08-16
2022-03-27,13.0,2022-04-09
2014-07-07,2899.0,2022-06-14
2022-03-06,180.0,2022-09-02
2022-03-24,13.0,2022-04-06
2022-03-30,,
2014-05-21,2950.0,2022-06-18
2022-03-06,86.0,2022-05-31
2021-06-24,297.0,2022-04-17
2019-07-29,1017.0,2022-05-11
2016-03-05,2262.0,2022-05-15
2016-08-25,,
2012-08-11,,
2016-06-08,2124.0,2022-04-02
2012-08-11,,
2012-08-11,,
2022-03-06,,
2021-11-18,136.0,2022-04-03
2018-05-09,1456.0,2022-05-04
2022-03-27,43.0,2022-05-09
2018-07-24,1357.0,2022-04-11
2022-03-22,13.0,2022-04-04
2022-03-25,68.0,2022-06-01
2018-01-25,1543.0,2022-04-17
2014-09-17,2776.0,2022-04-24
2015-08-03,2441.0,2022-04-09
2022-03-27,,
2014-07-13,2853.0,2022-05-05
2014-07-13,2862.0,2022-05-14
2016-03-25,,
2017-01-31,1947.0,2022-06-01
2022-03-30,4.0,2022-04-03
2014-09-29,,
2019-08-02,1060.0,2022-06-27
2015-06-09,2499.0,2022-04-12
2016-02-20,2278.0,2022-05-17
2012-07-08,,
2014-05-14,,
2018-01-25,1528.0,2022-04-02
2016-01-15,2273.0,2022-04-06
2021-12-07,125.0,2022-04-11
2014-07-22,2812.0,2022-04-03
2016-12-16,,
2022-03-30,31.0,2022-04-30
2022-03-21,,
2015-02-10,2638.0,2022-05-02
2016-04-14,2222.0,2022-05-15
2017-07-10,1740.0,2022-04-15
2016-12-16,,
2022-03-21,,
2016-12-16,,
2022-03-21,,
2022-03-18,37.0,2022-04-24
2017-10-28,1632.0,2022-04-17
2017-09-29,1648.0,2022-04-04
2022-03-21,,
2022-03-21,,
2022-03-23,25.0,2022-04-17
2022-03-21,,
2022-03-22,20.0,2022-04-11
2021-05-17,376.0,2022-05-28
2017-02-07,1895.0,2022-04-17
2022-03-21,,
2022-03-21,,
2019-10-17,987.0,2022-06-30
2022-03-28,94.0,2022-06-30
2012-10-24,3483.0,2022-05-08
2016-08-31,2041.0,2022-04-03
2018-03-11,1499.0,2022-04-18
2013-06-10,3230.0,2022-04-14
2022-03-31,,
2022-04-02,135.0,2022-08-15
2021-01-18,586.0,2022-08-27
2013-12-02,3163.0,2022-07-31
2015-11-20,2328.0,2022-04-05
2017-07-26,1732.0,2022-04-23
2018-12-12,1340.0,2022-08-13
2022-03-26,22.0,2022-04-17
2018-01-06,1645.0,2022-07-09
2015-11-02,2386.0,2022-05-15
2019-02-03,1176.0,2022-04-24
2018-05-17,,
2018-11-22,1236.0,2022-04-11
2020-12-24,,
2014-01-06,3029.0,2022-04-23
2020-03-19,828.0,2022-06-25
2014-11-01,2718.0,2022-04-11
2014-09-08,2818.0,2022-05-27
2016-06-10,2215.0,2022-07-04
2022-03-22,25.0,2022-04-16
2022-04-02,,
2010-12-24,4169.0,2022-05-24
2018-01-23,1579.0,2022-05-21
2021-04-16,,
2020-12-13,486.0,2022-04-13
2018-01-23,1579.0,2022-05-21
2021-04-16,,
2015-05-04,2638.0,2022-07-24
2021-12-14,229.0,2022-07-31
2016-02-25,2256.0,2022-04-30
2021-01-15,452.0,2022-04-12
2022-03-21,,
2017-11-21,1728.0,2022-08-15
2012-11-28,3499.0,2022-06-28
2021-07-24,,
2022-01-17,88.0,2022-04-15
2022-04-02,30.0,2022-05-02
2014-06-11,2863.0,2022-04-13
2022-01-17,109.0,2022-05-06
2014-06-11,2864.0,2022-04-14
2014-06-11,2852.0,2022-04-02
2014-06-11,2863.0,2022-04-13
2022-01-17,90.0,2022-04-17
2022-01-17,89.0,2022-04-16
2016-11-15,,
2016-04-17,2225.0,2022-05-21
2014-06-11,2852.0,2022-04-02
2021-01-26,439.0,2022-04-10
2010-02-19,4535.0,2022-07-21
2020-10-23,533.0,2022-04-09
2021-12-23,108.0,2022-04-10
2019-09-25,,
2022-03-27,26.0,2022-04-22
2021-12-23,111.0,2022-04-13
2021-07-16,,
2016-12-16,,
2021-12-23,115.0,2022-04-17
2016-12-16,,
2019-11-08,,
2012-11-29,3517.0,2022-07-17
2016-12-16,,
2022-03-21,,
2018-09-20,1335.0,2022-05-17
2011-08-12,3917.0,2022-05-03
2016-04-30,,
2022-04-03,42.0,2022-05-15
2022-03-06,99.0,2022-06-13
2016-07-05,2151.0,2022-05-26
2013-09-23,,
2014-06-23,,
2012-02-04,,
2015-03-19,,
2016-08-10,2069.0,2022-04-10
2016-07-07,2095.0,2022-04-02
2014-05-05,2896.0,2022-04-09
2022-03-21,,
2014-08-14,2797.0,2022-04-11
2017-05-15,1819.0,2022-05-08
2014-10-14,,
2021-02-01,461.0,2022-05-08
2021-03-02,409.0,2022-04-15
2022-04-04,20.0,2022-04-24
2015-06-09,2502.0,2022-04-15
2022-04-04,19.0,2022-04-23
2022-04-03,49.0,2022-05-22
2020-07-20,,
2018-12-05,,
2014-06-20,2865.0,2022-04-24
2010-11-28,4150.0,2022-04-09
2022-04-03,,
2019-01-10,1187.0,2022-04-11
2019-05-27,1176.0,2022-08-15
2015-01-21,2664.0,2022-05-08
2020-01-12,820.0,2022-04-11
2012-08-11,,
2020-10-23,559.0,2022-05-05
2021-07-15,289.0,2022-04-30
2020-10-23,535.0,2022-04-11
2016-05-12,2224.0,2022-06-14
2019-08-13,1082.0,2022-07-30
2018-08-16,1354.0,2022-05-01
2014-05-14,,
2018-04-22,1456.0,2022-04-17
2014-09-03,2839.0,2022-06-12
2014-10-22,2770.0,2022-05-23
2015-07-17,,
2021-08-27,225.0,2022-04-09
2012-08-11,,
2016-10-26,2063.0,2022-06-20
2021-02-14,532.0,2022-07-31
2022-03-21,,
2012-01-14,3793.0,2022-06-03
2022-03-21,,
2021-02-14,,
2022-03-21,,
2017-12-27,1587.0,2022-05-02
2022-03-21,,
2013-10-23,3116.0,2022-05-05
2021-02-14,,
2022-03-21,,
2017-05-25,1809.0,2022-05-08
2022-03-21,,
2014-11-22,2804.0,2022-07-27
2017-01-30,1952.0,2022-06-05
2017-10-24,1660.0,2022-05-11
2016-05-03,,
2021-02-14,547.0,2022-08-15
2017-05-17,1789.0,2022-04-10
2011-06-30,4049.0,2022-07-31
2021-06-15,424.0,2022-08-13
2021-02-14,,
2021-09-08,215.0,2022-04-11
2021-02-14,,
2018-06-03,1414.0,2022-04-17
2021-05-25,343.0,2022-05-03
2017-06-06,,
2018-08-01,1494.0,2022-09-03
2016-12-13,1981.0,2022-05-17
2022-04-05,32.0,2022-05-07
2020-08-24,614.0,2022-04-30
2021-02-14,,
2022-04-04,122.0,2022-08-04
2019-02-23,1162.0,2022-04-30
2021-05-03,423.0,2022-06-30
2013-07-02,,
2021-02-14,,
2021-02-14,,
2013-01-04,3411.0,2022-05-08
2013-08-20,3246.0,2022-07-10
2022-04-08,37.0,2022-05-15
2021-02-14,,
2021-05-15,,
2022-04-05,,
2021-05-15,426.0,2022-07-15
2022-04-05,,
2022-04-04,27.0,2022-05-01
2019-09-08,987.0,2022-05-22
2021-05-12,345.0,2022-04-22
2014-10-08,,
2015-03-18,2667.0,2022-07-06
2017-05-25,1798.0,2022-04-27
2022-04-05,,
2021-12-26,,
2021-07-08,298.0,2022-05-02
2022-04-05,11.0,2022-04-16
2016-06-20,2140.0,2022-04-30
2012-11-10,3571.0,2022-08-21
2017-10-24,1664.0,2022-05-15
2019-08-08,977.0,2022-04-11
2021-06-02,,
2019-07-31,,
2019-08-08,977.0,2022-04-11
2021-07-08,279.0,2022-04-13
2021-07-08,304.0,2022-05-08
2022-04-04,34.0,2022-05-08
2016-04-19,,
2020-01-07,875.0,2022-05-31
2021-02-14,540.0,2022-08-08
2021-10-23,,
2014-10-14,,
2020-11-02,548.0,2022-05-04
2022-01-03,,
2011-06-04,3965.0,2022-04-12
2020-11-02,598.0,2022-06-23
2022-03-30,32.0,2022-05-01
2012-12-24,3408.0,2022-04-24
2022-01-03,,
2022-04-08,23.0,2022-05-01
2016-03-25,,
2018-01-18,1549.0,2022-04-16
2021-06-30,304.0,2022-04-30
2012-04-25,3758.0,2022-08-09
2019-11-11,917.0,2022-05-16
2013-07-21,3185.0,2022-04-10
2022-01-17,100.0,2022-04-27
2019-05-18,1140.0,2022-07-01
2012-04-25,3666.0,2022-05-09
2021-10-31,274.0,2022-08-01
2015-06-07,2542.0,2022-05-23
2019-07-06,,
2018-11-07,1301.0,2022-05-31
2014-07-11,2870.0,2022-05-20
2017-10-28,1630.0,2022-04-15
2015-08-30,2424.0,2022-04-19
2019-09-15,947.0,2022-04-19
2021-06-24,289.0,2022-04-09
2018-03-06,,
2021-06-24,299.0,2022-04-19
2018-03-06,,
2021-06-24,299.0,2022-04-19
2021-01-05,,
2020-10-06,,
2015-07-08,2519.0,2022-05-31
2014-01-05,3019.0,2022-04-12
2016-12-16,,
2015-03-08,2599.0,2022-04-19
2016-12-16,,
2012-09-29,3482.0,2022-04-12
2012-09-29,3485.0,2022-04-15
2022-04-06,60.0,2022-06-05
2022-04-01,111.0,2022-07-21
2022-04-01,,
2021-09-14,213.0,2022-04-15
2016-04-19,,
2022-04-06,102.0,2022-07-17
2022-03-22,21.0,2022-04-12
2019-05-05,1092.0,2022-05-01
2016-11-14,1980.0,2022-04-17
2016-10-22,2024.0,2022-05-08
2016-04-19,2321.0,2022-08-27
2019-01-13,1189.0,2022-04-16
2016-08-21,2073.0,2022-04-25
2010-08-18,4328.0,2022-06-24
2021-11-01,,
2015-08-04,2555.0,2022-08-02
2015-11-12,2475.0,2022-08-22
2020-07-11,640.0,2022-04-12
2016-07-11,2105.0,2022-04-16
2019-07-03,1037.0,2022-05-05
2019-07-03,1022.0,2022-04-20
2014-03-20,3028.0,2022-07-04
2011-05-02,4115.0,2022-08-07
2016-04-19,2294.0,2022-07-31
2017-10-28,1635.0,2022-04-20
2016-04-19,2322.0,2022-08-28
2020-12-18,478.0,2022-04-10
2022-04-11,70.0,2022-06-20
2022-04-09,6.0,2022-04-15
2016-04-19,2296.0,2022-08-02
2015-01-19,2644.0,2022-04-16
2022-03-08,68.0,2022-05-15
2020-11-02,548.0,2022-05-04
2019-04-16,1167.0,2022-06-26
2011-07-08,3939.0,2022-04-20
2015-03-27,2585.0,2022-04-24
2013-02-21,3385.0,2022-05-30
2021-05-25,320.0,2022-04-10
2016-03-03,2323.0,2022-07-13
2018-11-02,1319.0,2022-06-13
2020-11-02,552.0,2022-05-08
2014-04-25,2921.0,2022-04-24
2018-11-02,1379.0,2022-08-12
2022-04-09,6.0,2022-04-15
2011-03-18,4054.0,2022-04-23
2020-08-25,,
2017-05-03,1856.0,2022-06-02
2022-03-21,31.0,2022-04-21
2022-04-06,25.0,2022-05-01
2015-02-03,2752.0,2022-08-17
2019-08-10,1000.0,2022-05-06
2022-04-06,25.0,2022-05-01
2016-05-25,2153.0,2022-04-17
2022-04-10,12.0,2022-04-22
2015-08-04,,
2011-09-11,3872.0,2022-04-18
2019-12-08,862.0,2022-04-18
2015-03-03,,
2015-03-09,2679.0,2022-07-09
2019-06-22,1094.0,2022-06-20
2020-12-18,483.0,2022-04-15
2020-12-18,486.0,2022-04-18
2015-03-27,2589.0,2022-04-28
2015-11-04,,
2016-12-21,1943.0,2022-04-17
2017-10-28,1626.0,2022-04-11
2022-04-11,26.0,2022-05-07
2013-12-08,3084.0,2022-05-19
2011-09-11,3908.0,2022-05-24
2019-10-29,,
2022-04-07,73.0,2022-06-19
2014-04-18,2928.0,2022-04-24
2019-01-09,1196.0,2022-04-19
2020-11-07,614.0,2022-07-14
2020-09-20,595.0,2022-05-08
2020-05-11,810.0,2022-07-30
2017-03-15,1872.0,2022-04-30
2021-05-15,455.0,2022-08-13
2015-08-23,2441.0,2022-04-29
2021-05-15,,
2021-05-15,,
2014-09-20,2762.0,2022-04-13
2014-12-12,2819.0,2022-08-31
2012-08-07,3624.0,2022-07-10
2019-05-27,,
2020-10-31,537.0,2022-04-21
2017-10-10,1653.0,2022-04-20
2016-02-08,2261.0,2022-04-18
2017-10-06,1646.0,2022-04-09
2021-02-14,442.0,2022-05-02
2022-04-12,26.0,2022-05-08
2018-10-08,1321.0,2022-05-21
2019-07-04,1035.0,2022-05-04
2018-10-08,1306.0,2022-05-06
2021-01-28,532.0,2022-07-14
2014-08-02,2949.0,2022-08-29
2015-12-17,,
2018-10-08,1360.0,2022-06-29
2010-08-18,4380.0,2022-08-15
2018-10-08,1307.0,2022-05-07
2017-12-11,,
2013-06-05,3315.0,2022-07-03
2011-12-19,3773.0,2022-04-18
2017-03-31,1939.0,2022-07-22
2021-06-04,332.0,2022-05-02
2017-05-07,1821.0,2022-05-02
2022-04-14,53.0,2022-06-06
2016-07-29,,
2013-09-01,3185.0,2022-05-22
2021-03-11,419.0,2022-05-04
2018-08-16,1335.0,2022-04-12
2022-04-12,33.0,2022-05-15
2018-08-16,1337.0,2022-04-14
2012-06-17,3620.0,2022-05-16
2020-11-20,531.0,2022-05-05
2018-01-29,,
2016-06-13,2151.0,2022-05-04
2016-08-12,2165.0,2022-07-17
2022-04-14,18.0,2022-05-02
2016-01-30,2283.0,2022-05-01
2015-06-03,,
2017-10-28,1627.0,2022-04-12
2021-01-23,446.0,2022-04-14
2017-10-19,1645.0,2022-04-21
2017-10-28,1631.0,2022-04-16
2015-07-28,,
2022-03-21,26.0,2022-04-16
2021-01-12,469.0,2022-04-26
2022-04-10,44.0,2022-05-24
2016-08-26,2096.0,2022-05-23
2020-12-08,495.0,2022-04-17
2014-06-06,2914.0,2022-05-29
2022-04-14,20.0,2022-05-04
2016-12-21,1954.0,2022-04-28
2021-07-15,288.0,2022-04-29
2022-03-09,44.0,2022-04-22
2015-02-03,,
2011-11-05,3934.0,2022-08-13
2022-04-14,,
2014-08-29,2925.0,2022-09-01
2019-08-27,1005.0,2022-05-28
2016-08-24,2084.0,2022-05-09
2020-12-08,495.0,2022-04-17
2009-12-23,4506.0,2022-04-25
2009-12-23,4503.0,2022-04-22
2022-04-10,21.0,2022-05-01
2018-01-09,1580.0,2022-05-08
2022-01-28,132.0,2022-06-09
2015-10-04,2401.0,2022-05-01
2020-08-31,617.0,2022-05-10
2017-03-05,1949.0,2022-07-06
2018-12-01,1237.0,2022-04-21
2022-04-13,5.0,2022-04-18
2015-11-03,2361.0,2022-04-21
2014-06-30,2849.0,2022-04-18
2022-02-27,174.0,2022-08-20
2015-02-03,,
2022-04-10,,
2018-12-01,1245.0,2022-04-29
2016-02-11,2279.0,2022-05-09
2014-02-04,3006.0,2022-04-29
2014-02-01,3007.0,2022-04-27
2018-12-11,1251.0,2022-05-15
2017-10-03,1713.0,2022-06-12
2020-02-23,790.0,2022-04-23
2022-03-18,54.0,2022-05-11
2017-10-28,1640.0,2022-04-25
2015-02-13,,
2015-12-01,2343.0,2022-05-01
2014-03-20,3003.0,2022-06-09
2022-02-07,,
2020-07-11,647.0,2022-04-19
2022-02-07,,
2022-01-12,,
2013-09-20,3183.0,2022-06-08
2017-10-31,1630.0,2022-04-18
2022-02-07,,
2015-07-31,,
2022-02-07,120.0,2022-06-07
2022-04-13,53.0,2022-06-05
2012-07-08,3690.0,2022-08-15
2020-07-31,660.0,2022-05-22
2022-02-07,188.0,2022-08-14
2022-02-07,,
2022-02-07,,
2012-07-08,3609.0,2022-05-26
2016-03-22,2294.0,2022-07-03
2021-12-26,114.0,2022-04-19
2012-09-23,3500.0,2022-04-24
